Zachariah Freitas,Shot Analysis

7i,
,Date,Time,Carry,Total,Peak Height,Offline,Curve,Descent Angle,Hang Time,Ball Speed,Launch Angle,Launch Direction,Side Spin,Back Spin,Total Spin,Spin Axis Tilt,Club Speed,Club Speed at Impact,Smash Factor,Angle of Attack,Club Path,Face to Path,Lie Angle,Dynamic Loft,Closure Rate,Horizontal Impact,Vertical Impact,Face to Target,
1,02/27/2026,3:33:10 PM Pacific Standard Time,92.3,136.2,50.9,40.8 R,15 R,42.2,4.2,78.5,25.4,16.9 R,4056 R,7298,8349,29.1 R,74.7,,1.05,6.9 DN,2.1 I-O,,,,,,,,
2,02/27/2026,3:34:22 PM Pacific Standard Time,108.2,168.2,43.2,26.6 L,13 L,34.0,4.0,86.3,19.4,7.5 L,1718 L,4023,4374,23.1 L,68.1,,1.27,1.6 DN,0.8 O-I,,,,,,,,
3,02/27/2026,3:34:45 PM Pacific Standard Time,122.8,176.3,58.0,11.2 R,9 R,39.7,4.7,93.8,19.4,0.8 R,1266 R,6171,6300,11.6 R,71.1,,1.32,5.7 DN,2.2 O-I,,,,,,,,
4,02/27/2026,3:35:05 PM Pacific Standard Time,71.6,128.7,23.1,2.9 R,5 R,26.5,2.8,69.0,19.1,1.4 L,1120 R,2917,3125,21.0 R,70.5,,0.98,6.2 DN,3.8 O-I,,,,,,,,
5,02/27/2026,3:35:29 PM Pacific Standard Time,129.2,194.5,52.9,23.8 L,8 L,35.7,4.6,95.1,18.2,6.9 L,768 L,3976,4049,10.9 L,73.0,,1.30,4.2 DN,2.7 O-I,,,,,,,,
6,02/27/2026,3:36:26 PM Pacific Standard Time,120.1,184.6,50.3,8.6 L,2 L,35.4,4.4,89.7,19.6,3.1 L,203 L,3719,3725,3.1 L,71.9,,1.25,3.7 DN,1.6 O-I,,,,,,,,
7,02/27/2026,3:36:55 PM Pacific Standard Time,127.5,188.3,58.8,17.9 L,8 L,38.8,4.7,94.5,19.7,4.5 L,833 L,4727,4800,10.0 L,71.2,,1.33,3.6 DN,0.3 I-O,,,,,,,,
8,02/27/2026,3:37:51 PM Pacific Standard Time,134.1,198.0,55.4,26.5 L,10 L,36.4,4.7,98.3,17.5,7.1 L,918 L,4354,4450,11.9 L,69.9,,1.41,4.3 DN,2.3 O-I,,,,,,,,
9,02/27/2026,3:38:27 PM Pacific Standard Time,142.2,201.9,73.6,8.0 L,0,42.8,5.3,103.3,19.2,3.2 L,0,6000,6000,0.0,76.3,,1.35,5.7 DN,2.6 O-I,,,,,,,,
10,02/27/2026,3:39:55 PM Pacific Standard Time,101.5,159.1,37.2,7.3 L,5 L,31.6,3.8,82.7,18.4,1.3 L,751 L,4132,4200,10.3 L,78.4,,1.06,4.1 DN,1.6 O-I,,,,,,,,
11,02/27/2026,3:40:25 PM Pacific Standard Time,67.0,129.9,21.4,7.5 L,4 L,25.5,2.6,66.3,19.8,3.3 L,783 L,1921,2074,22.2 L,77.8,,0.85,2.1 DN,1.6 O-I,,,,,,,,
12,02/27/2026,3:40:49 PM Pacific Standard Time,81.1,137.3,27.4,1.8 R,4 R,28.2,3.1,73.2,18.9,1.4 L,777 R,3489,3574,12.6 R,78.1,,0.94,4.3 DN,1.5 O-I,,,,,,,,
13,02/27/2026,3:41:08 PM Pacific Standard Time,133.4,195.1,46.0,23.2 L,6 L,32.5,4.5,99.9,14.4,7.4 L,588 L,4637,4674,7.2 L,75.5,,1.32,5.5 DN,1.9 O-I,,,,,,,,
14,02/27/2026,3:41:37 PM Pacific Standard Time,144.1,209.1,71.1,36.5 L,19 L,41.7,5.2,104.1,19.3,6.9 L,1681 L,4867,5149,19.1 L,76.0,,1.37,2.8 DN,0.3 O-I,,,,,,,,
15,02/27/2026,3:42:06 PM Pacific Standard Time,107.8,166.3,40.3,20.0 L,12 L,32.5,3.9,87.1,18.0,4.4 L,1676 L,4310,4624,21.2 L,78.2,,1.11,3.9 DN,0.1 O-I,,,,,,,,
16,02/27/2026,3:43:22 PM Pacific Standard Time,143.1,211.3,66.6,26.8 L,12 L,39.5,5.1,101.5,19.2,5.8 L,953 L,4090,4200,13.1 L,,,,,,,,,,,,,
17,02/27/2026,3:43:53 PM Pacific Standard Time,86.2,145.7,29.8,15.0 L,8 L,28.9,3.3,76.4,19.1,4.4 L,1555 L,3274,3625,25.4 L,,,,,,,,,,,,,
18,02/27/2026,3:44:27 PM Pacific Standard Time,119.3,179.3,43.9,26.9 L,13 L,33.1,4.2,93.0,16.7,6.9 L,1534 L,4521,4774,18.7 L,77.1,,1.21,4.5 DN,1.9 O-I,,,,,,,,
19,02/27/2026,3:44:55 PM Pacific Standard Time,139.0,203.9,64.9,32.7 L,15 L,39.8,5.0,100.7,19.1,7.3 L,1351 L,4527,4724,16.6 L,74.0,,1.36,3.4 DN,1.6 O-I,,,,,,,,
20,02/27/2026,3:45:22 PM Pacific Standard Time,104.8,165.3,36.8,10.9 L,7 L,30.6,3.8,85.1,17.6,1.9 L,1020 L,3893,4024,14.7 L,73.6,,1.16,3.7 DN,0.6 O-I,,,,,,,,
21,02/27/2026,3:45:46 PM Pacific Standard Time,129.5,195.1,49.1,33.0 L,15 L,34.0,4.4,97.3,16.9,8.0 L,1450 L,3968,4225,20.1 L,69.7,,1.39,4.1 DN,0.9 O-I,,,,,,,,
22,02/27/2026,3:46:11 PM Pacific Standard Time,105.5,173.6,42.0,17.9 L,4 L,32.8,3.9,82.0,20.9,7.4 L,453 L,2737,2774,9.4 L,69.9,,1.17,2.8 DN,4.2 O-I,,,,,,,,
23,02/27/2026,3:46:44 PM Pacific Standard Time,111.7,179.1,40.8,27.9 L,13 L,31.6,3.9,88.2,18.4,7.7 L,1472 L,3202,3524,24.7 L,71.8,,1.23,3.7 DN,0.8 O-I,,,,,,,,
24,02/27/2026,3:47:19 PM Pacific Standard Time,106.7,169.3,35.5,10.7 L,1 L,29.3,3.8,85.8,16.7,5.4 L,80 L,3699,3700,1.2 L,61.3,,1.40,6.8 DN,4.4 O-I,,,,,,,,
25,02/27/2026,3:48:09 PM Pacific Standard Time,73.5,139.0,22.9,9.2 L,0,25.3,2.8,69.3,19.0,7.0 L,45 L,2074,2074,1.2 L,64.3,,1.08,4.0 DN,5.3 O-I,,,,,,,,
26,02/27/2026,3:48:47 PM Pacific Standard Time,92.3,174.7,16.5,21.4 L,5 L,16.8,2.8,89.0,9.9,10.2 L,801 L,2916,3024,15.4 L,,,,,,,,,,,,,
27,02/27/2026,3:49:06 PM Pacific Standard Time,135.6,204.1,54.4,30.5 L,12 L,35.3,4.6,98.5,17.7,7.8 L,996 L,3718,3849,15.0 L,69.5,,1.42,5.1 DN,2.7 O-I,,,,,,,,
28,02/27/2026,3:49:41 PM Pacific Standard Time,71.8,138.9,19.4,8.4 L,1 L,22.4,2.6,70.7,16.6,6.0 L,184 L,2242,2250,4.7 L,64.4,,1.10,6.2 DN,3.2 O-I,,,,,,,,
29,02/27/2026,3:50:00 PM Pacific Standard Time,79.6,158.9,22.8,13.7 L,5 L,23.4,2.8,74.3,17.8,6.1 L,715 L,1486,1649,25.7 L,66.4,,1.12,2.3 DN,1.1 O-I,,,,,,,,
30,02/27/2026,3:51:06 PM Pacific Standard Time,152.3,223.0,79.9,14.4 L,6 L,42.8,5.5,105.4,20.4,3.0 L,447 L,4301,4324,5.9 L,76.4,,1.38,4.7 DN,0.8 O-I,,,,,,,,
31,02/27/2026,3:51:50 PM Pacific Standard Time,88.7,150.2,27.4,12.7 L,8 L,26.6,3.2,78.9,16.9,3.3 L,1332 L,3371,3625,21.6 L,74.9,,1.05,4.4 DN,0.8 O-I,,,,,,,,
32,02/27/2026,3:52:17 PM Pacific Standard Time,148.3,216.1,77.3,14.2 L,5 L,42.7,5.4,104.1,20.2,3.5 L,381 L,4634,4650,4.7 L,75.2,,1.38,4.9 DN,1.8 O-I,,,,,,,,
33,02/27/2026,3:52:55 PM Pacific Standard Time,88.8,159.1,21.1,32.8 R,6 R,21.3,2.9,82.7,13.3,17.6 R,1086 R,3089,3274,19.4 R,,,,,,,,,,,,,
34,02/27/2026,3:53:36 PM Pacific Standard Time,131.9,197.5,49.9,11.7 L,4 L,33.9,4.5,97.0,16.6,3.2 L,393 L,3980,3999,5.6 L,71.1,,1.36,4.7 DN,0.1 I-O,,,,,,,,
35,02/27/2026,3:54:04 PM Pacific Standard Time,140.2,206.8,61.8,27.3 L,10 L,38.1,4.9,100.4,18.4,7.3 L,783 L,4177,4250,10.6 L,71.5,,1.40,5.7 DN,3.4 O-I,,,,,,,,
36,02/27/2026,3:54:42 PM Pacific Standard Time,121.8,185.2,47.6,16.0 L,6 L,34.1,4.3,91.9,18.0,4.5 L,655 L,3971,4025,9.4 L,76.9,,1.19,5.3 DN,1.3 O-I,,,,,,,,
37,02/27/2026,3:55:42 PM Pacific Standard Time,126.7,190.4,62.8,16.2 L,6 L,40.2,4.8,92.7,21.7,4.8 L,538 L,4266,4300,7.2 L,75.2,,1.23,3.7 DN,2.9 O-I,,,,,,,,
38,02/27/2026,3:56:11 PM Pacific Standard Time,148.6,218.9,62.1,24.6 L,8 L,37.1,5.0,104.0,17.2,6.4 L,553 L,3860,3899,8.2 L,76.0,,1.37,6.1 DN,2.2 O-I,,,,,,,,
39,02/27/2026,3:56:44 PM Pacific Standard Time,145.3,213.5,59.1,16.8 L,6 L,36.4,4.9,102.9,16.8,4.4 L,420 L,4028,4050,6.0 L,76.2,,1.35,4.8 DN,1.1 O-I,,,,,,,,
40,02/27/2026,3:57:14 PM Pacific Standard Time,129.7,197.7,50.0,24.3 L,7 L,34.0,4.5,95.2,17.6,7.7 L,614 L,3597,3649,9.7 L,76.9,,1.24,6.0 DN,3.1 O-I,,,,,,,,
41,02/27/2026,3:58:13 PM Pacific Standard Time,132.8,201.5,41.4,14.0 L,0,29.5,4.3,99.1,13.9,5.8 L,40 L,3724,3724,0.6 L,75.0,,1.32,5.4 DN,1.3 O-I,,,,,,,,
42,02/27/2026,3:58:38 PM Pacific Standard Time,145.4,212.8,60.7,32.5 L,11 L,37.2,5.0,103.4,17.0,8.7 L,809 L,4172,4250,11.0 L,75.9,,1.36,5.7 DN,3.4 O-I,,,,,,,,
43,02/27/2026,3:59:05 PM Pacific Standard Time,117.1,209.6,17.7,19.2 L,6 L,15.6,3.1,103.7,7.3,6.5 L,634 L,3008,3074,11.9 L,75.9,,1.37,5.4 DN,0.3 O-I,,,,,,,,
44,02/27/2026,3:59:37 PM Pacific Standard Time,145.0,212.0,67.3,22.1 L,8 L,39.7,5.1,102.6,18.7,5.6 L,624 L,4355,4399,8.2 L,75.9,,1.35,5.0 DN,1.5 O-I,,,,,,,,
45,02/27/2026,4:00:31 PM Pacific Standard Time,137.8,202.8,51.8,13.1 L,4 L,34.3,4.7,100.4,15.8,3.8 L,348 L,4235,4249,4.7 L,74.6,,1.35,4.8 DN,0.2 O-I,,,,,,,,
Average,,,117.4,182.4,46.5,15.1 L,6 L,33.1,4.2,91.1,17.8,4.3 L,507 L,3903,4036,8.4 L,73.2,,1.25,4.6 DN,1.7 O-I,,,,,,,,